id_voo,numero_voo,id_aeroporto_origem,id_aeroporto_destino,data_partida,data_chegada,status
4659,AV6841,5440,8915,2024-05-29 13:03:18,2024-05-29 15:39:18,Atrasado
4660,AV9752,5574,1534,2024-11-22 06:40:45,2024-11-22 13:08:45,Programado
4661,AV5414,19658,6736,2024-03-25 21:40:07,2024-03-26 06:57:07,Concluído
4662,AV5714,14992,6202,2025-07-07 20:57:34,2025-07-08 10:59:34,Cancelado
4663,AV9449,13088,3398,2024-02-27 13:32:12,2024-02-28 03:26:12,Atrasado
4664,AV4799,10092,2308,2023-07-09 20:00:21,2023-07-09 23:34:21,Concluído
4665,AV6020,11236,9920,2025-10-03 22:07:33,2025-10-04 02:28:33,Concluído
4666,AV7956,12864,3834,2025-01-01 06:24:08,2025-01-01 07:43:08,Concluído
4667,AV2238,18067,7852,2025-02-04 22:30:15,2025-02-05 09:15:15,Programado
4668,AV3247,9975,5615,2022-12-13 14:56:58,2022-12-13 23:54:58,Programado
4669,AV2722,14068,12864,2023-05-30 18:19:29,2023-05-30 22:19:29,Atrasado
4670,AV6990,14205,15985,2024-08-31 20:02:09,2024-09-01 04:24:09,Concluído
4671,AV8808,3101,6364,2025-03-25 08:13:43,2025-03-25 19:34:43,Atrasado
4672,AV2279,11769,2267,2025-04-30 11:13:14,2025-04-30 14:30:14,Cancelado
4673,AV7680,10380,10361,2025-11-04 07:12:50,2025-11-04 15:56:50,Cancelado
4674,AV8123,9274,12662,2023-01-20 10:49:53,2023-01-20 22:11:53,Cancelado
4675,AV2542,10768,15237,2025-07-23 13:54:50,2025-07-23 23:03:50,Concluído
4676,AV8588,1725,9293,2023-03-03 22:31:38,2023-03-03 23:51:38,Cancelado
4677,AV2861,10217,12398,2025-02-04 20:33:11,2025-02-05 00:11:11,Programado
4678,AV9106,13268,10370,2025-06-12 14:59:50,2025-06-13 02:09:50,Cancelado
4679,AV3610,13357,13188,2023-04-18 23:02:32,2023-04-19 00:58:32,Cancelado
4680,AV8164,948,15604,2024-01-23 11:12:37,2024-01-23 22:55:37,Programado
4681,AV6244,18233,19343,2023-01-11 18:55:55,2023-01-12 00:02:55,Programado
4682,AV2587,18927,7606,2025-07-08 06:57:03,2025-07-08 12:27:03,Atrasado
4683,AV5467,8226,17702,2023-03-30 10:33:29,2023-03-30 16:31:29,Cancelado
4684,AV2462,165,110,2024-01-30 17:29:51,2024-01-31 03:10:51,Programado
4685,AV7471,15527,18817,2024-09-17 09:23:43,2024-09-17 10:06:43,Concluído
4686,AV5718,4773,10202,2024-08-18 19:42:14,2024-08-19 09:56:14,Cancelado
4687,AV3778,461,8419,2024-07-02 03:30:06,2024-07-02 04:59:06,Concluído
4688,AV5467,18886,10201,2023-01-01 11:03:20,2023-01-01 16:14:20,Cancelado
4689,AV1592,8522,8837,2024-08-26 18:07:14,2024-08-26 22:53:14,Programado
4690,AV1653,9475,17713,2025-07-14 09:17:50,2025-07-14 11:50:50,Concluído
4691,AV9134,17475,15473,2025-04-26 17:06:55,2025-04-27 03:55:55,Programado
4692,AV7079,14236,11412,2025-08-30 07:33:41,2025-08-30 15:04:41,Cancelado
4693,AV2189,5491,17990,2025-10-11 00:55:24,2025-10-11 14:51:24,Cancelado
4694,AV1002,15192,5324,2023-05-14 15:45:11,2023-05-14 19:22:11,Concluído
4695,AV2259,7173,4977,2024-10-25 10:16:12,2024-10-25 20:29:12,Cancelado
4696,AV9854,2376,11469,2025-10-02 08:34:57,2025-10-02 17:16:57,Atrasado
4697,AV6045,10443,146,2025-05-01 16:11:19,2025-05-01 18:08:19,Cancelado
4698,AV8695,17809,2185,2025-04-17 06:33:28,2025-04-17 18:25:28,Concluído
4699,AV1094,19067,6614,2023-01-02 11:59:31,2023-01-02 16:26:31,Programado
4700,AV7129,3982,140,2023-07-22 12:23:24,2023-07-22 15:15:24,Programado
4701,AV1743,6606,746,2025-08-15 05:41:47,2025-08-15 19:56:47,Cancelado
4702,AV3193,19928,10498,2025-09-13 06:05:29,2025-09-13 18:50:29,Atrasado
4703,AV4420,95,18299,2024-01-28 10:37:17,2024-01-28 22:11:17,Concluído
4704,AV4926,10458,4954,2023-02-08 11:28:56,2023-02-08 13:29:56,Cancelado
4705,AV1138,17296,10145,2024-06-04 06:28:25,2024-06-04 14:46:25,Concluído
4706,AV6586,2456,3735,2025-10-06 20:33:11,2025-10-07 03:05:11,Programado
4707,AV9740,5574,12831,2024-03-14 05:59:16,2024-03-14 12:31:16,Concluído
4708,AV2149,4639,12752,2024-01-16 17:25:06,2024-01-17 03:04:06,Atrasado
4709,AV1210,14930,6436,2025-03-14 07:02:52,2025-03-14 21:10:52,Concluído
4710,AV6585,8520,8778,2024-04-28 03:51:41,2024-04-28 05:10:41,Programado
4711,AV7364,5573,12790,2023-10-13 16:41:00,2023-10-14 03:43:00,Concluído
4712,AV1000,1996,2503,2025-10-19 22:15:10,2025-10-20 02:01:10,Atrasado
4713,AV3763,10869,1228,2025-08-30 08:04:54,2025-08-30 22:30:54,Concluído
4714,AV7934,11866,18016,2024-06-02 15:15:47,2024-06-02 20:12:47,Cancelado
4715,AV7377,10651,8284,2023-04-12 16:54:54,2023-04-12 22:43:54,Cancelado
4716,AV3512,8884,17710,2024-12-09 10:59:04,2024-12-09 22:58:04,Programado
4717,AV2993,10470,4501,2024-12-30 18:37:22,2024-12-31 04:46:22,Cancelado
4718,AV4559,5360,5337,2023-06-05 20:42:30,2023-06-06 09:50:30,Concluído
4719,AV5091,3611,4778,2023-05-14 01:42:56,2023-05-14 10:13:56,Concluído
4720,AV1828,955,7420,2025-09-13 04:01:55,2025-09-13 17:31:55,Concluído
4721,AV3804,4881,2999,2023-08-31 03:34:08,2023-08-31 14:27:08,Concluído
4722,AV9046,3117,19315,2024-12-10 07:32:11,2024-12-10 12:19:11,Atrasado
4723,AV2098,2805,11086,2024-03-26 18:52:22,2024-03-26 22:40:22,Atrasado
4724,AV1093,7710,1567,2023-01-27 17:14:11,2023-01-28 03:12:11,Cancelado
4725,AV2094,2842,17180,2023-01-22 07:17:35,2023-01-22 11:51:35,Programado
4726,AV2174,15,11161,2023-05-18 11:56:13,2023-05-18 13:43:13,Atrasado
4727,AV2283,17545,3487,2025-05-18 07:51:19,2025-05-18 20:32:19,Concluído
4728,AV7085,1327,4643,2024-10-30 05:15:00,2024-10-30 10:12:00,Cancelado
4729,AV5496,11977,10396,2025-06-27 11:19:01,2025-06-27 13:33:01,Cancelado
4730,AV9577,13847,2899,2025-06-24 13:35:34,2025-06-25 02:24:34,Cancelado
4731,AV9695,4001,19024,2025-09-27 01:15:25,2025-09-27 15:19:25,Programado
4732,AV7039,9861,6921,2025-04-27 21:17:53,2025-04-28 00:22:53,Atrasado
4733,AV9314,15552,11054,2025-11-15 22:56:57,2025-11-16 02:51:57,Programado
4734,AV4586,1626,14353,2024-11-29 09:57:28,2024-11-29 18:33:28,Programado
4735,AV9699,19425,13808,2025-04-30 17:15:00,2025-05-01 08:03:00,Concluído
4736,AV5130,4766,4626,2024-01-22 22:47:38,2024-01-23 00:37:38,Atrasado
4737,AV5607,1321,8747,2025-04-14 19:28:11,2025-04-15 04:00:11,Atrasado
4738,AV1533,4739,17497,2024-06-05 02:28:45,2024-06-05 06:37:45,Atrasado
4739,AV5241,8121,8409,2025-09-14 05:06:06,2025-09-14 13:55:06,Programado
4740,AV9694,10718,17065,2023-10-16 09:01:12,2023-10-16 10:18:12,Cancelado
4741,AV5008,1718,4822,2024-09-29 02:45:18,2024-09-29 07:25:18,Atrasado
4742,AV9610,2181,13598,2024-07-14 11:50:11,2024-07-14 17:29:11,Concluído
4743,AV1357,12716,4276,2024-07-06 07:36:16,2024-07-06 17:46:16,Cancelado
4744,AV9832,2431,6421,2024-02-16 18:17:19,2024-02-17 05:09:19,Concluído
4745,AV7857,10294,5457,2022-12-24 14:22:52,2022-12-25 04:37:52,Concluído
4746,AV1078,10792,5062,2023-06-04 17:37:49,2023-06-04 19:17:49,Cancelado
4747,AV2163,10970,15828,2023-03-31 20:45:58,2023-04-01 01:01:58,Concluído
4748,AV7719,2229,12304,2025-02-05 19:27:59,2025-02-06 04:03:59,Programado
4749,AV6838,11833,4570,2025-04-15 12:54:50,2025-04-15 22:13:50,Concluído
4750,AV8943,2758,5646,2023-09-27 00:21:19,2023-09-27 03:47:19,Concluído
4751,AV1221,19941,2893,2025-05-26 04:05:56,2025-05-26 06:50:56,Atrasado
4752,AV5223,5713,13032,2024-11-29 14:49:19,2024-11-29 18:28:19,Concluído
4753,AV2788,18630,17887,2025-03-25 21:51:11,2025-03-26 10:49:11,Cancelado
4754,AV6232,6467,12268,2025-01-24 22:29:15,2025-01-25 01:29:15,Cancelado
4755,AV8441,9051,14406,2024-06-08 16:13:30,2024-06-09 04:59:30,Concluído
4756,AV4386,9556,18001,2023-03-12 22:48:09,2023-03-13 01:19:09,Concluído
4757,AV5314,2588,15928,2025-06-27 05:11:50,2025-06-27 07:20:50,Cancelado
4758,AV9436,8680,13028,2025-01-07 06:05:41,2025-01-07 14:57:41,Concluído
4759,AV3355,14792,3240,2024-10-04 04:57:05,2024-10-04 11:35:05,Cancelado
4760,AV5489,12588,15257,2024-05-16 18:19:18,2024-05-17 04:43:18,Concluído
4761,AV2229,7882,13271,2024-08-23 07:17:22,2024-08-23 12:00:22,Atrasado
4762,AV2464,10942,17386,2023-10-29 05:18:05,2023-10-29 16:09:05,Concluído
4763,AV3225,4844,7381,2023-09-21 14:01:44,2023-09-21 16:22:44,Programado
4764,AV2823,17585,18017,2024-06-18 18:34:28,2024-06-19 03:23:28,Programado
4765,AV4372,929,17575,2025-02-16 19:12:01,2025-02-17 05:10:01,Programado
4766,AV6643,13736,3041,2024-09-18 22:16:53,2024-09-19 06:05:53,Atrasado
4767,AV3763,11502,3516,2024-08-12 15:16:27,2024-08-12 23:15:27,Concluído
4768,AV8393,702,16760,2024-07-15 09:43:41,2024-07-15 21:17:41,Cancelado
4769,AV2878,9749,4239,2024-05-15 21:28:20,2024-05-16 00:52:20,Atrasado
4770,AV1300,13409,7189,2025-04-30 09:32:31,2025-04-30 16:46:31,Concluído
4771,AV5262,14211,18540,2023-03-06 01:26:19,2023-03-06 14:10:19,Atrasado
4772,AV5552,13318,15116,2024-02-14 14:02:13,2024-02-15 02:12:13,Atrasado
4773,AV2405,16460,10024,2023-01-10 09:01:04,2023-01-10 17:12:04,Programado
4774,AV7615,10596,4366,2025-04-02 01:17:23,2025-04-02 12:14:23,Programado
4775,AV5801,1352,6216,2023-11-24 18:28:48,2023-11-25 02:59:48,Cancelado
4776,AV4380,8764,8164,2024-01-09 07:10:25,2024-01-09 18:47:25,Cancelado
4777,AV9785,15197,6907,2025-10-11 23:17:31,2025-10-12 01:16:31,Programado
4778,AV6545,3562,2679,2024-01-22 02:11:56,2024-01-22 11:31:56,Concluído
4779,AV7533,1263,9883,2025-06-16 18:55:06,2025-06-17 01:52:06,Concluído
4780,AV5176,8576,18760,2025-06-01 13:05:03,2025-06-02 02:31:03,Concluído
4781,AV6621,10618,4554,2022-12-03 12:31:19,2022-12-03 21:04:19,Concluído
4782,AV7021,4831,3563,2024-05-19 04:45:24,2024-05-19 10:29:24,Cancelado
4783,AV9018,5167,12830,2024-08-08 05:52:32,2024-08-08 13:28:32,Atrasado
4784,AV1493,7175,14474,2024-05-25 10:27:36,2024-05-25 14:45:36,Programado
4785,AV4514,12219,9863,2023-04-05 21:24:31,2023-04-06 09:15:31,Programado
4786,AV4856,12431,10715,2024-12-01 07:12:59,2024-12-01 21:27:59,Programado
4787,AV7779,11689,13314,2023-05-20 12:24:04,2023-05-20 22:11:04,Atrasado
4788,AV7641,4624,2463,2023-04-27 10:44:36,2023-04-27 20:54:36,Atrasado
4789,AV8965,10706,9345,2024-09-28 00:02:09,2024-09-28 04:03:09,Programado
4790,AV5539,9859,15388,2023-06-13 14:27:05,2023-06-14 04:54:05,Programado
4791,AV5012,19716,7973,2024-05-09 01:31:39,2024-05-09 06:55:39,Concluído
4792,AV1997,4194,4935,2024-11-24 23:17:07,2024-11-25 01:55:07,Cancelado
4793,AV7087,1071,3813,2025-01-14 03:44:11,2025-01-14 10:26:11,Programado
4794,AV9657,18074,937,2024-07-09 20:59:50,2024-07-10 01:16:50,Cancelado
4795,AV3135,15560,17287,2024-03-25 13:27:53,2024-03-26 04:18:53,Concluído
4796,AV7580,18170,10233,2025-01-01 11:08:12,2025-01-01 12:31:12,Cancelado
4797,AV7546,15259,8225,2023-08-19 00:30:02,2023-08-19 06:49:02,Programado
4798,AV4898,10749,708,2024-09-14 09:40:05,2024-09-14 15:46:05,Atrasado
4799,AV4673,8319,1571,2025-10-30 23:37:19,2025-10-31 04:58:19,Concluído
4800,AV4459,12134,9241,2023-11-07 22:50:27,2023-11-08 00:45:27,Concluído
4801,AV8002,15480,7898,2023-03-25 12:08:07,2023-03-25 19:38:07,Concluído
4802,AV1957,14881,9610,2024-11-08 13:50:43,2024-11-09 03:38:43,Cancelado
4803,AV5819,19249,14896,2025-09-26 17:26:35,2025-09-27 06:26:35,Cancelado
4804,AV6949,3612,9011,2023-06-16 21:54:19,2023-06-17 02:54:19,Atrasado
4805,AV5257,3823,5578,2024-03-05 03:30:49,2024-03-05 15:52:49,Programado
4806,AV4989,15250,397,2023-07-19 05:53:48,2023-07-19 13:31:48,Concluído
4807,AV1936,11433,2094,2024-12-29 00:10:45,2024-12-29 10:34:45,Cancelado
4808,AV9767,19197,11127,2024-02-27 05:03:51,2024-02-27 12:54:51,Cancelado
4809,AV8564,12226,19802,2025-02-06 02:59:19,2025-02-06 15:09:19,Cancelado
4810,AV8957,11661,3985,2024-07-17 14:49:43,2024-07-17 19:55:43,Cancelado
4811,AV8569,11286,14162,2025-05-27 14:11:22,2025-05-27 16:22:22,Concluído
4812,AV6217,10743,19452,2023-12-22 07:19:34,2023-12-22 21:01:34,Atrasado
4813,AV6027,6876,17782,2023-03-12 20:39:06,2023-03-12 23:27:06,Cancelado
4814,AV9067,1894,12391,2022-11-30 05:40:27,2022-11-30 08:00:27,Cancelado
4815,AV3010,206,1680,2024-07-29 01:35:15,2024-07-29 04:19:15,Programado
4816,AV2276,16881,3268,2024-07-02 02:27:26,2024-07-02 06:30:26,Programado
4817,AV8375,10834,16523,2024-01-25 22:03:58,2024-01-26 08:21:58,Cancelado
4818,AV5006,7879,14416,2024-09-08 20:54:05,2024-09-09 06:06:05,Programado
4819,AV3103,7997,9369,2023-06-01 00:04:00,2023-06-01 11:26:00,Cancelado
4820,AV3573,13419,13022,2025-02-01 22:42:24,2025-02-02 08:20:24,Atrasado
4821,AV1496,6778,15571,2023-05-01 14:15:55,2023-05-01 16:21:55,Concluído
4822,AV4481,6216,9210,2024-06-25 11:42:19,2024-06-25 23:11:19,Concluído
4823,AV6371,14099,6443,2023-04-17 22:05:51,2023-04-18 05:57:51,Concluído
4824,AV4381,13307,15704,2023-02-25 03:04:19,2023-02-25 16:36:19,Atrasado
4825,AV3638,9980,4255,2025-11-15 08:08:25,2025-11-15 19:07:25,Cancelado
4826,AV7855,17248,12100,2023-10-11 10:41:07,2023-10-11 21:42:07,Programado
4827,AV6607,15998,16157,2025-06-13 01:26:46,2025-06-13 10:44:46,Concluído
4828,AV3295,3135,8424,2024-05-07 15:54:09,2024-05-07 22:59:09,Programado
4829,AV9295,9810,2948,2025-05-19 13:58:08,2025-05-19 22:13:08,Atrasado
4830,AV3109,667,5718,2023-03-27 12:59:25,2023-03-28 00:21:25,Atrasado
4831,AV7664,1032,11014,2023-05-28 05:30:22,2023-05-28 10:45:22,Programado
4832,AV6001,11509,9866,2023-03-06 04:51:23,2023-03-06 13:52:23,Programado
4833,AV2881,14607,3868,2024-02-20 19:16:38,2024-02-21 06:40:38,Atrasado
4834,AV7838,17717,10958,2024-09-04 06:52:18,2024-09-04 12:36:18,Atrasado
4835,AV1773,18782,8941,2024-12-25 16:33:22,2024-12-25 19:25:22,Atrasado
4836,AV5877,10401,2483,2025-04-19 17:10:37,2025-04-20 01:42:37,Cancelado
4837,AV5342,9843,958,2023-01-05 07:06:48,2023-01-05 15:53:48,Cancelado
4838,AV9533,3863,17585,2025-05-30 16:55:50,2025-05-30 22:46:50,Atrasado
4839,AV8025,3525,17326,2022-12-11 03:18:23,2022-12-11 14:00:23,Cancelado
4840,AV2661,18671,10242,2024-08-18 12:35:34,2024-08-19 00:32:34,Concluído
4841,AV2155,9506,16684,2024-07-02 10:29:31,2024-07-02 20:49:31,Atrasado
4842,AV9958,2383,9519,2024-01-02 19:58:08,2024-01-03 07:51:08,Atrasado
4843,AV7593,13670,11682,2025-04-15 12:22:36,2025-04-15 22:12:36,Programado
4844,AV1496,18991,347,2025-09-02 04:00:04,2025-09-02 16:04:04,Atrasado
4845,AV2959,9396,5270,2023-09-20 18:18:13,2023-09-21 01:37:13,Atrasado
4846,AV9850,18682,4863,2023-12-21 20:39:57,2023-12-21 22:44:57,Atrasado
4847,AV3741,8509,14147,2023-08-29 18:18:16,2023-08-29 19:00:16,Programado
4848,AV8226,2034,17759,2024-12-21 23:50:56,2024-12-22 08:30:56,Cancelado
4849,AV2933,18353,11274,2024-12-30 21:36:01,2024-12-30 23:25:01,Concluído
4850,AV7764,7961,13583,2023-02-09 09:09:52,2023-02-09 20:51:52,Atrasado
4851,AV5059,6808,4455,2024-06-06 13:31:55,2024-06-06 23:01:55,Cancelado
4852,AV1258,781,3525,2023-04-28 18:47:48,2023-04-29 04:10:48,Cancelado
4853,AV2671,16734,12552,2024-02-07 16:27:01,2024-02-08 02:01:01,Atrasado
4854,AV8065,800,12630,2025-10-08 08:47:23,2025-10-08 11:57:23,Programado
4855,AV1434,370,4064,2025-09-15 20:55:22,2025-09-16 11:16:22,Cancelado
4856,AV1487,19410,5838,2024-09-07 15:19:32,2024-09-07 20:14:32,Atrasado
4857,AV7358,9351,18486,2023-03-21 13:32:07,2023-03-21 21:18:07,Programado
4858,AV8125,6192,2081,2023-08-04 00:28:37,2023-08-04 10:44:37,Concluído
4859,AV7695,5151,9749,2025-07-31 19:33:20,2025-07-31 20:38:20,Concluído
4860,AV8081,14978,17587,2025-04-14 20:24:07,2025-04-15 10:52:07,Cancelado
4861,AV2122,18848,5320,2025-08-01 15:19:27,2025-08-02 06:18:27,Programado
4862,AV8244,19243,7339,2023-04-24 09:50:35,2023-04-24 13:30:35,Programado
4863,AV7133,6324,13976,2025-10-16 06:04:17,2025-10-16 07:48:17,Concluído
4864,AV4885,1925,15959,2023-07-16 16:47:49,2023-07-16 22:44:49,Programado
4865,AV7232,14034,13138,2023-05-05 13:10:16,2023-05-06 03:06:16,Cancelado
4866,AV2168,11968,8763,2023-03-29 08:00:24,2023-03-29 09:11:24,Atrasado
4867,AV1314,16790,18713,2023-01-07 08:02:34,2023-01-07 13:37:34,Cancelado
4868,AV8288,9432,2006,2025-04-07 13:14:08,2025-04-07 21:59:08,Atrasado
4869,AV5779,12881,13679,2022-12-23 13:32:39,2022-12-23 19:36:39,Cancelado
4870,AV1240,5450,12123,2024-05-14 03:53:40,2024-05-14 14:06:40,Concluído
4871,AV1522,11951,10164,2022-12-17 18:37:47,2022-12-17 21:45:47,Cancelado
4872,AV2285,12780,6558,2024-09-02 04:17:50,2024-09-02 17:05:50,Programado
4873,AV3658,11029,198,2025-09-21 14:28:12,2025-09-22 04:00:12,Programado
4874,AV7738,17078,16138,2024-01-28 16:48:17,2024-01-28 19:35:17,Cancelado
4875,AV3116,19247,1741,2023-07-13 00:02:12,2023-07-13 04:42:12,Cancelado
4876,AV7153,6130,2459,2025-10-04 16:41:17,2025-10-04 21:17:17,Atrasado
4877,AV7490,9946,5972,2025-07-09 19:47:32,2025-07-10 02:41:32,Programado
4878,AV6527,2588,17618,2024-05-31 22:01:42,2024-06-01 01:26:42,Concluído
4879,AV9066,13823,15191,2024-03-12 13:32:50,2024-03-12 22:49:50,Programado
4880,AV2200,3397,11975,2024-06-05 14:15:30,2024-06-06 00:14:30,Atrasado
4881,AV4577,17605,18272,2024-06-20 21:23:20,2024-06-21 05:20:20,Cancelado
4882,AV6475,5187,10344,2023-06-22 06:05:17,2023-06-22 09:10:17,Concluído
4883,AV6488,14626,6736,2025-07-18 04:59:36,2025-07-18 19:55:36,Programado
4884,AV7695,8750,14981,2023-05-15 15:23:39,2023-05-15 16:09:39,Programado
4885,AV7255,13311,3063,2025-02-12 19:12:43,2025-02-12 22:13:43,Programado
4886,AV6056,10820,9194,2024-03-20 07:13:30,2024-03-20 14:45:30,Atrasado
4887,AV4215,2737,1635,2024-12-21 19:09:16,2024-12-21 20:32:16,Atrasado
4888,AV6223,10625,4230,2024-11-19 12:45:10,2024-11-19 22:51:10,Cancelado
4889,AV9575,12692,11554,2024-07-26 01:57:17,2024-07-26 04:09:17,Cancelado
4890,AV5823,2393,17257,2024-09-28 18:23:20,2024-09-29 06:09:20,Concluído
4891,AV7642,19208,17854,2025-03-20 11:14:45,2025-03-20 12:28:45,Programado
4892,AV1638,18964,19269,2023-02-19 13:50:03,2023-02-19 18:19:03,Atrasado
4893,AV8664,14694,15964,2023-11-20 00:50:48,2023-11-20 10:26:48,Programado
4894,AV3807,9304,14567,2025-11-24 04:02:56,2025-11-24 05:20:56,Atrasado
4895,AV6413,15847,16348,2025-07-12 20:51:40,2025-07-13 04:43:40,Cancelado
4896,AV6124,19123,8933,2023-01-19 22:35:00,2023-01-20 08:24:00,Atrasado
4897,AV2816,18232,11543,2024-12-27 15:23:16,2024-12-28 01:10:16,Concluído
4898,AV6937,18971,13530,2024-11-24 20:44:38,2024-11-25 03:04:38,Programado
4899,AV6770,2898,2790,2025-10-04 17:56:14,2025-10-05 01:41:14,Atrasado
4900,AV6965,6318,11467,2025-09-03 14:49:17,2025-09-04 00:11:17,Concluído
4901,AV7757,13316,15887,2024-09-27 22:26:00,2024-09-28 09:58:00,Cancelado
4902,AV3343,19707,15291,2023-03-14 02:23:39,2023-03-14 13:07:39,Atrasado
4903,AV7288,7005,1853,2024-12-03 12:09:11,2024-12-03 16:15:11,Cancelado
4904,AV2100,9737,9385,2025-01-13 18:53:12,2025-01-14 08:05:12,Cancelado
4905,AV8322,1039,12154,2023-11-25 01:20:39,2023-11-25 02:28:39,Cancelado
4906,AV5237,6109,632,2023-10-15 08:29:55,2023-10-15 21:40:55,Concluído
4907,AV5482,1968,8127,2023-11-19 07:45:40,2023-11-19 19:59:40,Concluído
4908,AV5565,13271,8083,2023-12-11 17:36:45,2023-12-11 20:19:45,Concluído
4909,AV9173,4497,10408,2023-12-22 04:34:17,2023-12-22 12:22:17,Cancelado
4910,AV3075,734,12390,2023-07-28 04:33:58,2023-07-28 10:14:58,Cancelado
4911,AV1505,7729,7730,2024-02-16 05:46:01,2024-02-16 09:35:01,Programado
4912,AV6333,11174,19356,2024-08-01 18:12:40,2024-08-01 22:52:40,Programado
4913,AV9374,2426,18878,2025-03-23 15:28:28,2025-03-23 18:14:28,Programado
4914,AV1351,12281,5240,2025-08-27 06:03:26,2025-08-27 19:12:26,Concluído
4915,AV4005,15311,15434,2025-10-09 18:49:40,2025-10-10 08:13:40,Atrasado
4916,AV4287,1513,12795,2025-07-20 00:41:16,2025-07-20 11:42:16,Atrasado
4917,AV1124,18345,12117,2025-06-23 13:20:03,2025-06-24 02:55:03,Atrasado
4918,AV6386,3986,17401,2024-10-07 00:41:51,2024-10-07 05:45:51,Programado
4919,AV2247,10070,16198,2024-07-05 15:59:45,2024-07-06 01:55:45,Programado
4920,AV8213,9373,764,2023-04-23 06:12:33,2023-04-23 08:06:33,Programado
4921,AV9097,6071,13321,2025-05-16 15:35:06,2025-05-16 22:22:06,Cancelado
4922,AV2607,6621,18931,2023-07-05 12:39:17,2023-07-05 19:05:17,Programado
4923,AV4785,10134,8876,2025-08-16 03:43:07,2025-08-16 11:59:07,Concluído
4924,AV2409,10716,6365,2024-11-10 17:00:51,2024-11-10 21:39:51,Cancelado
4925,AV4702,8398,18778,2023-08-28 13:07:05,2023-08-28 22:29:05,Cancelado
4926,AV6589,18268,4018,2022-12-12 23:31:16,2022-12-13 03:35:16,Atrasado
4927,AV8908,5639,7559,2024-04-15 17:15:16,2024-04-15 23:34:16,Concluído
4928,AV9675,8289,5644,2023-04-24 15:34:20,2023-04-25 06:03:20,Cancelado
4929,AV2395,18719,19444,2025-08-03 13:16:13,2025-08-03 23:48:13,Programado
4930,AV8118,19169,10653,2025-07-12 21:36:50,2025-07-13 11:18:50,Programado
4931,AV7258,3214,3246,2024-09-29 10:18:37,2024-09-30 00:43:37,Concluído
4932,AV1274,4156,10888,2024-04-13 13:33:39,2024-04-13 22:21:39,Concluído
4933,AV4543,16536,10838,2025-03-05 05:32:43,2025-03-05 19:43:43,Atrasado
4934,AV9390,9441,9545,2025-08-11 09:37:32,2025-08-11 14:44:32,Programado
4935,AV7646,6673,19579,2024-05-07 15:21:14,2024-05-07 21:43:14,Atrasado
4936,AV1921,5113,14376,2023-11-02 23:32:05,2023-11-03 02:30:05,Concluído
4937,AV5688,3725,9108,2023-08-09 17:35:05,2023-08-09 18:49:05,Atrasado
4938,AV6852,626,2555,2024-11-19 03:24:51,2024-11-19 16:11:51,Cancelado
4939,AV4783,648,14355,2023-12-03 22:59:44,2023-12-04 08:17:44,Programado
4940,AV1264,3987,13726,2023-04-09 00:38:46,2023-04-09 11:07:46,Atrasado
4941,AV2714,1435,7861,2024-06-24 15:58:14,2024-06-25 04:10:14,Programado
4942,AV8789,18061,14954,2025-03-03 04:55:45,2025-03-03 17:50:45,Cancelado
4943,AV9834,2633,6077,2025-03-31 23:08:17,2025-04-01 03:21:17,Atrasado
4944,AV9556,5539,18970,2023-05-22 16:24:14,2023-05-22 22:03:14,Cancelado
4945,AV2483,15473,6962,2025-01-03 16:00:42,2025-01-03 20:26:42,Atrasado
4946,AV7460,8369,18185,2024-08-08 20:16:24,2024-08-09 03:34:24,Concluído
4947,AV4626,15254,9186,2025-08-31 04:21:37,2025-08-31 12:26:37,Concluído
4948,AV9654,14183,6796,2025-09-06 19:31:11,2025-09-06 22:04:11,Concluído
4949,AV9268,4598,16896,2024-08-03 13:07:23,2024-08-03 15:20:23,Programado
4950,AV5404,10101,14287,2025-01-30 10:31:41,2025-01-31 00:42:41,Concluído
4951,AV3028,5756,17981,2023-07-18 20:14:50,2023-07-18 22:15:50,Atrasado
4952,AV5045,6613,984,2023-12-01 19:51:01,2023-12-02 10:28:01,Programado
4953,AV7556,1612,14113,2023-07-24 04:04:56,2023-07-24 04:51:56,Concluído
4954,AV9100,2855,687,2025-05-11 04:43:25,2025-05-11 10:32:25,Cancelado
4955,AV7008,7418,8136,2024-05-28 11:26:45,2024-05-28 23:20:45,Programado
4956,AV2357,3511,1068,2023-08-15 15:13:12,2023-08-15 19:17:12,Cancelado
4957,AV1963,7572,16317,2025-03-10 20:36:13,2025-03-11 11:15:13,Atrasado
4958,AV2382,10407,17899,2025-09-19 06:41:00,2025-09-19 21:34:00,Programado
4959,AV3039,1142,8144,2024-03-11 03:07:35,2024-03-11 06:31:35,Concluído
4960,AV5508,10424,3375,2025-10-04 20:24:33,2025-10-05 01:29:33,Concluído
4961,AV7659,17462,17433,2024-07-18 12:13:34,2024-07-18 13:18:34,Concluído
4962,AV3527,2549,3186,2024-03-26 18:09:47,2024-03-27 04:06:47,Atrasado
4963,AV6675,10414,10616,2024-05-24 01:03:54,2024-05-24 02:24:54,Cancelado
4964,AV9486,11151,14858,2024-02-04 06:12:32,2024-02-04 08:04:32,Atrasado
4965,AV1549,18199,4732,2023-05-08 13:18:07,2023-05-08 22:40:07,Concluído
4966,AV8991,2245,19747,2023-11-20 00:00:38,2023-11-20 03:26:38,Cancelado
