id_bagagem,id_bilhete,tag_bagagem,tipo,peso_kg,criado_em,atualizado_em
5813,18056,57-26537,DESPACHADA,15.17276635636217,2025-11-25 22:51:36.608904,2025-11-25 22:51:36.608904
5814,19682,50-15469,DESPACHADA,20.975418291273904,2025-11-25 22:51:36.608913,2025-11-25 22:51:36.608913
5815,1467,84-59429,MAO,20.88589363469365,2025-11-25 22:51:36.608920,2025-11-25 22:51:36.608920
5816,7403,88-71090,DESPACHADA,7.824703206049066,2025-11-25 22:51:36.608928,2025-11-25 22:51:36.608928
5817,12011,24-71130,MAO,18.71883754257716,2025-11-25 22:51:36.608936,2025-11-25 22:51:36.608936
5818,12201,56-47099,DESPACHADA,6.243880532159656,2025-11-25 22:51:36.608943,2025-11-25 22:51:36.608943
5819,15679,48-30808,MAO,12.326965502652182,2025-11-25 22:51:36.608951,2025-11-25 22:51:36.608951
5820,1072,98-59799,DESPACHADA,7.719759269387164,2025-11-25 22:51:36.608959,2025-11-25 22:51:36.608959
5821,25626,14-01766,DESPACHADA,6.623434891571388,2025-11-25 22:51:36.608967,2025-11-25 22:51:36.608967
5822,7697,04-05987,DESPACHADA,5.5144773972299195,2025-11-25 22:51:36.608975,2025-11-25 22:51:36.608975
5823,8819,95-62351,DESPACHADA,22.629244205057518,2025-11-25 22:51:36.608983,2025-11-25 22:51:36.608983
5824,21611,39-11935,DESPACHADA,7.221439825657512,2025-11-25 22:51:36.608990,2025-11-25 22:51:36.608990
5825,5161,46-42392,MAO,19.323902920094437,2025-11-25 22:51:36.608998,2025-11-25 22:51:36.608998
5826,2074,58-63670,DESPACHADA,12.969289964650441,2025-11-25 22:51:36.609005,2025-11-25 22:51:36.609005
5827,7603,19-13680,MAO,8.17628948127198,2025-11-25 22:51:36.609013,2025-11-25 22:51:36.609013
5828,10374,22-46147,DESPACHADA,15.922221959650551,2025-11-25 22:51:36.609024,2025-11-25 22:51:36.609024
5829,4552,83-96781,MAO,15.366149005154673,2025-11-25 22:51:36.609032,2025-11-25 22:51:36.609032
5830,22169,71-77187,DESPACHADA,13.978857336988892,2025-11-25 22:51:36.609040,2025-11-25 22:51:36.609040
5831,24753,92-28144,DESPACHADA,13.597742993658786,2025-11-25 22:51:36.609047,2025-11-25 22:51:36.609047
5832,11831,45-59124,MAO,6.052444703314032,2025-11-25 22:51:36.609055,2025-11-25 22:51:36.609055
5833,17132,46-90665,DESPACHADA,18.24945838705041,2025-11-25 22:51:36.609063,2025-11-25 22:51:36.609063
5834,10766,97-54649,DESPACHADA,9.208542026101146,2025-11-25 22:51:36.609071,2025-11-25 22:51:36.609071
5835,26847,05-12668,MAO,10.608033839359507,2025-11-25 22:51:36.609078,2025-11-25 22:51:36.609078
5836,11186,80-32498,DESPACHADA,22.579174158805863,2025-11-25 22:51:36.609086,2025-11-25 22:51:36.609086
5837,19601,18-36194,DESPACHADA,11.560345894443632,2025-11-25 22:51:36.609094,2025-11-25 22:51:36.609094
5838,5749,17-80053,DESPACHADA,12.25126710755869,2025-11-25 22:51:36.609101,2025-11-25 22:51:36.609101
5839,6924,51-25636,DESPACHADA,7.517175335185081,2025-11-25 22:51:36.609109,2025-11-25 22:51:36.609109
5840,8228,84-61026,DESPACHADA,19.555377384763535,2025-11-25 22:51:36.609116,2025-11-25 22:51:36.609116
5841,1433,19-35613,DESPACHADA,8.003482343443366,2025-11-25 22:51:36.609124,2025-11-25 22:51:36.609124
5842,4160,56-09949,DESPACHADA,18.233073067430357,2025-11-25 22:51:36.609132,2025-11-25 22:51:36.609132
5843,23675,19-44285,DESPACHADA,5.9251159844605565,2025-11-25 22:51:36.609139,2025-11-25 22:51:36.609139
5844,17584,52-98134,DESPACHADA,20.48271004245828,2025-11-25 22:51:36.609147,2025-11-25 22:51:36.609147
5845,24870,91-99224,MAO,9.362967362818633,2025-11-25 22:51:36.609154,2025-11-25 22:51:36.609154
5846,19635,16-54568,DESPACHADA,9.375329206826493,2025-11-25 22:51:36.609162,2025-11-25 22:51:36.609162
5847,7070,10-36301,MAO,12.96834378016386,2025-11-25 22:51:36.609169,2025-11-25 22:51:36.609169
5848,23287,70-64146,DESPACHADA,5.735797692192907,2025-11-25 22:51:36.609177,2025-11-25 22:51:36.609177
5849,12417,73-37058,DESPACHADA,10.600935237198598,2025-11-25 22:51:36.609184,2025-11-25 22:51:36.609184
5850,4692,89-36145,MAO,13.884040916305166,2025-11-25 22:51:36.609192,2025-11-25 22:51:36.609192
5851,8696,29-99861,DESPACHADA,8.86612238181893,2025-11-25 22:51:36.609199,2025-11-25 22:51:36.609199
5852,26506,17-69432,DESPACHADA,6.4615100806909105,2025-11-25 22:51:36.609207,2025-11-25 22:51:36.609207
5853,6507,49-00737,MAO,12.027297404029259,2025-11-25 22:51:36.609214,2025-11-25 22:51:36.609214
5854,3793,92-20075,MAO,21.334068808996307,2025-11-25 22:51:36.609222,2025-11-25 22:51:36.609222
5855,8425,14-56524,MAO,9.153829916100433,2025-11-25 22:51:36.609230,2025-11-25 22:51:36.609230
5856,16312,83-51348,DESPACHADA,22.5318950676943,2025-11-25 22:51:36.609237,2025-11-25 22:51:36.609237
5857,23650,83-89611,MAO,6.26681589086888,2025-11-25 22:51:36.609249,2025-11-25 22:51:36.609249
5858,17239,65-55139,MAO,10.157923320112722,2025-11-25 22:51:36.609265,2025-11-25 22:51:36.609265
5859,20070,38-12013,MAO,20.831613991900884,2025-11-25 22:51:36.609274,2025-11-25 22:51:36.609274
5860,23487,93-39639,MAO,12.869667257302286,2025-11-25 22:51:36.609282,2025-11-25 22:51:36.609282
5861,17559,44-05448,DESPACHADA,10.843240377339828,2025-11-25 22:51:36.609290,2025-11-25 22:51:36.609290
5862,6040,60-22262,MAO,17.598473051283445,2025-11-25 22:51:36.609298,2025-11-25 22:51:36.609298
5863,3272,69-31415,MAO,7.146805414641799,2025-11-25 22:51:36.609306,2025-11-25 22:51:36.609306
5864,7845,35-12228,DESPACHADA,11.20970464663156,2025-11-25 22:51:36.609313,2025-11-25 22:51:36.609313
5865,12323,27-35853,MAO,12.445266119240385,2025-11-25 22:51:36.609331,2025-11-25 22:51:36.609331
5866,8765,16-96528,DESPACHADA,17.011421431984722,2025-11-25 22:51:36.609341,2025-11-25 22:51:36.609341
5867,17097,29-76104,MAO,16.24247211386202,2025-11-25 22:51:36.609349,2025-11-25 22:51:36.609349
5868,11189,18-48437,DESPACHADA,9.036290627443178,2025-11-25 22:51:36.609356,2025-11-25 22:51:36.609356
5869,17627,96-72956,MAO,21.674425921896084,2025-11-25 22:51:36.609364,2025-11-25 22:51:36.609364
5870,23493,31-79463,DESPACHADA,22.287594674739296,2025-11-25 22:51:36.609371,2025-11-25 22:51:36.609371
5871,618,75-00526,DESPACHADA,7.188747297219923,2025-11-25 22:51:36.609379,2025-11-25 22:51:36.609379
5872,10593,38-20350,MAO,15.497618623755383,2025-11-25 22:51:36.609389,2025-11-25 22:51:36.609389
5873,14759,92-09945,MAO,9.35890454782799,2025-11-25 22:51:36.609397,2025-11-25 22:51:36.609397
5874,4644,23-76634,MAO,12.414273502765317,2025-11-25 22:51:36.609405,2025-11-25 22:51:36.609405
5875,25486,91-56769,MAO,18.98478450812063,2025-11-25 22:51:36.609413,2025-11-25 22:51:36.609413
5876,4787,02-49567,MAO,15.073042931228851,2025-11-25 22:51:36.609420,2025-11-25 22:51:36.609420
5877,17725,82-19416,MAO,14.274805978007343,2025-11-25 22:51:36.609428,2025-11-25 22:51:36.609428
5878,20186,27-27675,MAO,13.635118419312773,2025-11-25 22:51:36.609436,2025-11-25 22:51:36.609436
5879,10303,78-91814,DESPACHADA,7.970607971606432,2025-11-25 22:51:36.609444,2025-11-25 22:51:36.609444
5880,5997,31-11284,DESPACHADA,15.747592112608885,2025-11-25 22:51:36.609451,2025-11-25 22:51:36.609451
5881,1829,11-42823,MAO,22.746368242658406,2025-11-25 22:51:36.609459,2025-11-25 22:51:36.609459
5882,9953,57-19232,MAO,18.68983277092046,2025-11-25 22:51:36.609466,2025-11-25 22:51:36.609466
5883,9372,94-75858,DESPACHADA,11.273654107471957,2025-11-25 22:51:36.609473,2025-11-25 22:51:36.609473
5884,26989,95-35507,DESPACHADA,22.438154810726648,2025-11-25 22:51:36.609481,2025-11-25 22:51:36.609481
5885,14419,32-25137,DESPACHADA,19.486095968455107,2025-11-25 22:51:36.609489,2025-11-25 22:51:36.609489
5886,2714,49-48787,DESPACHADA,14.537768992058597,2025-11-25 22:51:36.609501,2025-11-25 22:51:36.609501
5887,26593,25-29717,DESPACHADA,20.924268022942073,2025-11-25 22:51:36.609509,2025-11-25 22:51:36.609509
5888,9073,83-11556,MAO,18.223713989551626,2025-11-25 22:51:36.609517,2025-11-25 22:51:36.609517
5889,16073,79-69547,MAO,16.894347558485002,2025-11-25 22:51:36.609525,2025-11-25 22:51:36.609525
5890,2167,56-69729,DESPACHADA,13.950468783354047,2025-11-25 22:51:36.609533,2025-11-25 22:51:36.609533
5891,25558,45-36939,DESPACHADA,16.932733137882998,2025-11-25 22:51:36.609541,2025-11-25 22:51:36.609541
5892,12615,23-02009,MAO,8.500803764273522,2025-11-25 22:51:36.609548,2025-11-25 22:51:36.609548
5893,17608,99-22349,MAO,15.686716834527116,2025-11-25 22:51:36.609556,2025-11-25 22:51:36.609556
5894,6116,33-65430,MAO,22.85945350030422,2025-11-25 22:51:36.609564,2025-11-25 22:51:36.609564
5895,14773,36-51405,DESPACHADA,8.01478325945477,2025-11-25 22:51:36.609571,2025-11-25 22:51:36.609571
5896,6234,02-14107,MAO,18.33444992824343,2025-11-25 22:51:36.609579,2025-11-25 22:51:36.609579
5897,9710,80-49679,DESPACHADA,15.327098437790008,2025-11-25 22:51:36.609587,2025-11-25 22:51:36.609587
5898,26710,16-36315,DESPACHADA,10.830279918471826,2025-11-25 22:51:36.609594,2025-11-25 22:51:36.609594
5899,14092,94-84521,DESPACHADA,12.504607954489357,2025-11-25 22:51:36.609602,2025-11-25 22:51:36.609602
5900,15393,80-56420,DESPACHADA,22.4057559542105,2025-11-25 22:51:36.609611,2025-11-25 22:51:36.609611
5901,26201,04-11381,MAO,17.443764235512557,2025-11-25 22:51:36.609618,2025-11-25 22:51:36.609618
5902,11706,55-64472,DESPACHADA,7.042288927812358,2025-11-25 22:51:36.609626,2025-11-25 22:51:36.609626
5903,1957,40-74111,DESPACHADA,19.84143541914649,2025-11-25 22:51:36.609634,2025-11-25 22:51:36.609634
5904,25680,47-71966,MAO,19.244914708786585,2025-11-25 22:51:36.609642,2025-11-25 22:51:36.609642
5905,19953,51-57618,DESPACHADA,8.224494190069596,2025-11-25 22:51:36.609650,2025-11-25 22:51:36.609650
5906,2611,48-66264,DESPACHADA,20.660433579227945,2025-11-25 22:51:36.609657,2025-11-25 22:51:36.609657
5907,12012,72-91759,DESPACHADA,13.968849212516734,2025-11-25 22:51:36.609665,2025-11-25 22:51:36.609665
5908,19431,39-39182,MAO,9.243053033413132,2025-11-25 22:51:36.609673,2025-11-25 22:51:36.609673
5909,16706,04-65864,DESPACHADA,15.51031388659154,2025-11-25 22:51:36.609680,2025-11-25 22:51:36.609680
5910,9775,16-41422,DESPACHADA,16.623896035501744,2025-11-25 22:51:36.609688,2025-11-25 22:51:36.609688
5911,8655,78-84363,MAO,21.38899357959838,2025-11-25 22:51:36.609696,2025-11-25 22:51:36.609696
5912,16440,52-45991,DESPACHADA,15.330304559606471,2025-11-25 22:51:36.609704,2025-11-25 22:51:36.609704
5913,17758,84-64437,MAO,7.182337340997542,2025-11-25 22:51:36.609712,2025-11-25 22:51:36.609712
5914,23292,71-02801,DESPACHADA,13.1139227630517,2025-11-25 22:51:36.609719,2025-11-25 22:51:36.609719
5915,21996,59-80148,DESPACHADA,22.477992251245308,2025-11-25 22:51:36.609726,2025-11-25 22:51:36.609726
5916,18170,59-16384,MAO,5.336038055638589,2025-11-25 22:51:36.609734,2025-11-25 22:51:36.609734
5917,17095,38-71110,MAO,17.00772130741069,2025-11-25 22:51:36.609741,2025-11-25 22:51:36.609741
5918,3229,36-31764,DESPACHADA,9.332627808582984,2025-11-25 22:51:36.609749,2025-11-25 22:51:36.609749
5919,25564,61-36461,MAO,20.988663106904582,2025-11-25 22:51:36.609757,2025-11-25 22:51:36.609757
5920,18029,33-76579,MAO,18.76288841617629,2025-11-25 22:51:36.609765,2025-11-25 22:51:36.609765
5921,14618,58-94700,MAO,6.481658548197554,2025-11-25 22:51:36.609773,2025-11-25 22:51:36.609773
5922,24076,19-16105,MAO,11.82137877308158,2025-11-25 22:51:36.609780,2025-11-25 22:51:36.609780
5923,7655,40-90898,MAO,11.067889252294691,2025-11-25 22:51:36.609788,2025-11-25 22:51:36.609788
5924,24594,83-47526,MAO,14.583939411580072,2025-11-25 22:51:36.609796,2025-11-25 22:51:36.609796
5925,5969,68-25615,DESPACHADA,21.376700762583628,2025-11-25 22:51:36.609803,2025-11-25 22:51:36.609803
5926,22295,27-80170,MAO,9.569108960888933,2025-11-25 22:51:36.609811,2025-11-25 22:51:36.609811
5927,5818,15-27328,MAO,12.663713476123647,2025-11-25 22:51:36.609819,2025-11-25 22:51:36.609819
5928,10520,73-21875,DESPACHADA,8.659828027729075,2025-11-25 22:51:36.609827,2025-11-25 22:51:36.609827
5929,8312,90-01360,MAO,19.031259708281407,2025-11-25 22:51:36.609835,2025-11-25 22:51:36.609835
5930,4913,28-84718,MAO,9.33816628831788,2025-11-25 22:51:36.609843,2025-11-25 22:51:36.609843
5931,24823,07-02197,DESPACHADA,18.816142106212723,2025-11-25 22:51:36.609850,2025-11-25 22:51:36.609850
5932,999,70-48276,DESPACHADA,21.510780112974622,2025-11-25 22:51:36.609858,2025-11-25 22:51:36.609858
5933,26727,08-09978,DESPACHADA,19.358911501470352,2025-11-25 22:51:36.609866,2025-11-25 22:51:36.609866
5934,11546,46-39901,DESPACHADA,12.568719125434756,2025-11-25 22:51:36.609873,2025-11-25 22:51:36.609873
5935,26140,21-00608,DESPACHADA,19.85828516339103,2025-11-25 22:51:36.609881,2025-11-25 22:51:36.609881
5936,9281,95-90271,DESPACHADA,6.422240152533922,2025-11-25 22:51:36.609889,2025-11-25 22:51:36.609889
5937,7978,01-23206,MAO,19.502641773352742,2025-11-25 22:51:36.609897,2025-11-25 22:51:36.609897
5938,17811,70-28028,MAO,15.76192165284833,2025-11-25 22:51:36.609905,2025-11-25 22:51:36.609905
5939,24952,01-05135,MAO,21.62872302989148,2025-11-25 22:51:36.609913,2025-11-25 22:51:36.609913
5940,26730,75-67237,DESPACHADA,5.702030493015299,2025-11-25 22:51:36.609921,2025-11-25 22:51:36.609921
5941,12232,62-40627,MAO,13.26518750361469,2025-11-25 22:51:36.609929,2025-11-25 22:51:36.609929
5942,18702,24-39454,DESPACHADA,17.925612955376295,2025-11-25 22:51:36.609937,2025-11-25 22:51:36.609937
5943,24315,48-38819,MAO,20.93582517630888,2025-11-25 22:51:36.609945,2025-11-25 22:51:36.609945
5944,4797,83-86322,MAO,9.158660856039528,2025-11-25 22:51:36.609953,2025-11-25 22:51:36.609953
5945,19048,15-63134,DESPACHADA,21.246614232319224,2025-11-25 22:51:36.609961,2025-11-25 22:51:36.609961
5946,15363,05-16974,DESPACHADA,6.5297753963258085,2025-11-25 22:51:36.609968,2025-11-25 22:51:36.609968
5947,23356,01-59813,DESPACHADA,8.87702377875532,2025-11-25 22:51:36.609976,2025-11-25 22:51:36.609976
5948,25313,81-40103,MAO,8.400879926144551,2025-11-25 22:51:36.609984,2025-11-25 22:51:36.609984
5949,19985,32-60473,MAO,19.79010006270421,2025-11-25 22:51:36.609992,2025-11-25 22:51:36.609992
5950,7162,97-46166,MAO,15.063084454968243,2025-11-25 22:51:36.609999,2025-11-25 22:51:36.609999
5951,3343,13-64607,DESPACHADA,11.271092003024041,2025-11-25 22:51:36.610007,2025-11-25 22:51:36.610007
5952,2448,88-13000,DESPACHADA,14.799105059127331,2025-11-25 22:51:36.610015,2025-11-25 22:51:36.610015
5953,16293,26-17835,DESPACHADA,9.830130301243157,2025-11-25 22:51:36.610023,2025-11-25 22:51:36.610023
5954,14638,03-25034,DESPACHADA,11.367663738012382,2025-11-25 22:51:36.610030,2025-11-25 22:51:36.610030
5955,8357,65-38251,MAO,9.429878705618172,2025-11-25 22:51:36.610038,2025-11-25 22:51:36.610038
5956,14042,61-25868,DESPACHADA,9.196895295716288,2025-11-25 22:51:36.610046,2025-11-25 22:51:36.610046
5957,24342,58-32760,MAO,13.492054347121861,2025-11-25 22:51:36.610054,2025-11-25 22:51:36.610054
5958,7784,17-37394,DESPACHADA,19.53282129379669,2025-11-25 22:51:36.610061,2025-11-25 22:51:36.610061
5959,9709,48-90054,DESPACHADA,7.366111304661894,2025-11-25 22:51:36.610069,2025-11-25 22:51:36.610069
5960,9407,32-40293,MAO,6.4014399038206555,2025-11-25 22:51:36.610077,2025-11-25 22:51:36.610077
5961,24542,78-97208,MAO,15.097257235010263,2025-11-25 22:51:36.610084,2025-11-25 22:51:36.610084
5962,15275,39-88615,MAO,5.738198482722764,2025-11-25 22:51:36.610092,2025-11-25 22:51:36.610092
5963,18271,22-42557,DESPACHADA,12.381826868178338,2025-11-25 22:51:36.610100,2025-11-25 22:51:36.610100
5964,10009,76-59645,MAO,13.518497356820214,2025-11-25 22:51:36.610108,2025-11-25 22:51:36.610108
5965,19914,13-42712,DESPACHADA,15.674841003723301,2025-11-25 22:51:36.610116,2025-11-25 22:51:36.610116
5966,2886,69-48298,DESPACHADA,9.784959889418674,2025-11-25 22:51:36.610124,2025-11-25 22:51:36.610124
5967,8699,87-19760,MAO,7.319445200955661,2025-11-25 22:51:36.610131,2025-11-25 22:51:36.610131
5968,4273,75-34220,DESPACHADA,11.501808292532143,2025-11-25 22:51:36.610139,2025-11-25 22:51:36.610139
5969,528,88-81742,MAO,17.690184306436166,2025-11-25 22:51:36.610147,2025-11-25 22:51:36.610147
5970,981,30-69867,MAO,18.089666244652623,2025-11-25 22:51:36.610155,2025-11-25 22:51:36.610155
5971,22121,96-36132,DESPACHADA,10.92890310337101,2025-11-25 22:51:36.610163,2025-11-25 22:51:36.610163
5972,10988,45-01304,DESPACHADA,17.555507493757148,2025-11-25 22:51:36.610171,2025-11-25 22:51:36.610171
5973,220,86-52186,MAO,20.985902075189298,2025-11-25 22:51:36.610178,2025-11-25 22:51:36.610178
5974,16343,32-78147,MAO,20.419038392773025,2025-11-25 22:51:36.610186,2025-11-25 22:51:36.610186
5975,15800,25-81570,DESPACHADA,8.208962112573047,2025-11-25 22:51:36.610194,2025-11-25 22:51:36.610194
5976,3019,18-00058,DESPACHADA,6.887372411922726,2025-11-25 22:51:36.610202,2025-11-25 22:51:36.610202
5977,13465,80-43241,MAO,11.028031978164176,2025-11-25 22:51:36.610210,2025-11-25 22:51:36.610210
5978,26180,37-83709,MAO,21.884794999183978,2025-11-25 22:51:36.610217,2025-11-25 22:51:36.610217
5979,18586,88-03967,DESPACHADA,14.758138039748173,2025-11-25 22:51:36.610225,2025-11-25 22:51:36.610225
5980,17635,91-51097,DESPACHADA,11.533918303957584,2025-11-25 22:51:36.610233,2025-11-25 22:51:36.610233
5981,10837,51-43262,MAO,13.467991959292684,2025-11-25 22:51:36.610241,2025-11-25 22:51:36.610241
5982,6023,88-81554,MAO,10.57598917121854,2025-11-25 22:51:36.610252,2025-11-25 22:51:36.610252
5983,10161,93-94431,MAO,9.318599423099242,2025-11-25 22:51:36.610265,2025-11-25 22:51:36.610265
5984,10069,21-13885,MAO,18.93316824180194,2025-11-25 22:51:36.610273,2025-11-25 22:51:36.610273
5985,21776,64-56337,MAO,9.300172151334941,2025-11-25 22:51:36.610281,2025-11-25 22:51:36.610281
5986,9288,58-54435,MAO,11.847371248810578,2025-11-25 22:51:36.610289,2025-11-25 22:51:36.610289
5987,24595,99-80955,DESPACHADA,6.301177714675973,2025-11-25 22:51:36.610297,2025-11-25 22:51:36.610297
5988,23149,84-22056,MAO,5.982990398117504,2025-11-25 22:51:36.610304,2025-11-25 22:51:36.610304
5989,10903,37-88510,DESPACHADA,7.262099658285443,2025-11-25 22:51:36.610312,2025-11-25 22:51:36.610312
5990,11272,87-92558,DESPACHADA,17.503181590917535,2025-11-25 22:51:36.610320,2025-11-25 22:51:36.610320
5991,5279,09-40883,MAO,6.783847319219109,2025-11-25 22:51:36.610328,2025-11-25 22:51:36.610328
5992,3339,89-09919,MAO,7.570773249699348,2025-11-25 22:51:36.610335,2025-11-25 22:51:36.610335
5993,10781,77-00413,MAO,22.98270865290953,2025-11-25 22:51:36.610343,2025-11-25 22:51:36.610343
5994,10137,69-50986,DESPACHADA,5.559161362764513,2025-11-25 22:51:36.610351,2025-11-25 22:51:36.610351
5995,340,68-06833,DESPACHADA,6.473539100775165,2025-11-25 22:51:36.610359,2025-11-25 22:51:36.610359
5996,10366,84-82623,DESPACHADA,20.71811184715819,2025-11-25 22:51:36.610366,2025-11-25 22:51:36.610366
5997,11986,21-65585,MAO,22.602469768420686,2025-11-25 22:51:36.610374,2025-11-25 22:51:36.610374
5998,7569,89-48834,MAO,6.2444996080533,2025-11-25 22:51:36.610382,2025-11-25 22:51:36.610382
5999,11758,48-53392,DESPACHADA,10.758669739325565,2025-11-25 22:51:36.610390,2025-11-25 22:51:36.610390
6000,14650,75-29735,MAO,13.175896041430633,2025-11-25 22:51:36.610398,2025-11-25 22:51:36.610398
6001,17912,69-91705,DESPACHADA,17.916842865348308,2025-11-25 22:51:36.631680,2025-11-25 22:51:36.631680
6002,14183,93-40765,DESPACHADA,5.130960365273494,2025-11-25 22:51:36.631717,2025-11-25 22:51:36.631717
6003,21155,65-70019,MAO,11.71369258200951,2025-11-25 22:51:36.631729,2025-11-25 22:51:36.631729
6004,23311,65-51853,DESPACHADA,15.837896219606698,2025-11-25 22:51:36.631737,2025-11-25 22:51:36.631737
6005,20757,30-95228,MAO,8.55071671297396,2025-11-25 22:51:36.631746,2025-11-25 22:51:36.631746
6006,17193,25-18011,DESPACHADA,6.949682949436988,2025-11-25 22:51:36.631754,2025-11-25 22:51:36.631754
6007,2311,73-70463,DESPACHADA,10.937763222368547,2025-11-25 22:51:36.631763,2025-11-25 22:51:36.631763
6008,8955,07-65442,MAO,5.033404850137549,2025-11-25 22:51:36.631771,2025-11-25 22:51:36.631771
6009,1449,06-54345,MAO,7.2920565837579305,2025-11-25 22:51:36.631779,2025-11-25 22:51:36.631779
6010,2755,19-11901,MAO,10.411283926995846,2025-11-25 22:51:36.631787,2025-11-25 22:51:36.631787
6011,17110,66-74347,MAO,5.351902042142233,2025-11-25 22:51:36.631795,2025-11-25 22:51:36.631795
6012,862,92-64589,MAO,6.1392402833679744,2025-11-25 22:51:36.631803,2025-11-25 22:51:36.631803
6013,2372,17-33561,DESPACHADA,19.130251232055116,2025-11-25 22:51:36.631811,2025-11-25 22:51:36.631811
6014,6217,72-57588,DESPACHADA,11.123332204349994,2025-11-25 22:51:36.631818,2025-11-25 22:51:36.631818
6015,14037,02-20723,DESPACHADA,13.280824513103937,2025-11-25 22:51:36.631826,2025-11-25 22:51:36.631826
6016,15301,43-59296,MAO,20.678819243712283,2025-11-25 22:51:36.631834,2025-11-25 22:51:36.631834
6017,6130,52-67906,DESPACHADA,11.73043331281598,2025-11-25 22:51:36.631842,2025-11-25 22:51:36.631842
6018,24533,18-81517,MAO,10.2114908267467,2025-11-25 22:51:36.631849,2025-11-25 22:51:36.631849
6019,1427,18-81947,MAO,22.25706495839127,2025-11-25 22:51:36.631857,2025-11-25 22:51:36.631857
6020,17102,80-83187,DESPACHADA,18.535630663909636,2025-11-25 22:51:36.631865,2025-11-25 22:51:36.631865
6021,24432,27-12447,DESPACHADA,11.671342684534523,2025-11-25 22:51:36.631873,2025-11-25 22:51:36.631873
6022,5047,73-73541,MAO,16.291589485804863,2025-11-25 22:51:36.631880,2025-11-25 22:51:36.631880
6023,24911,76-34391,MAO,12.79294272133101,2025-11-25 22:51:36.631889,2025-11-25 22:51:36.631889
6024,5114,78-98851,DESPACHADA,7.46941932872346,2025-11-25 22:51:36.631896,2025-11-25 22:51:36.631896
6025,1256,22-55199,MAO,7.689002939859332,2025-11-25 22:51:36.631904,2025-11-25 22:51:36.631904
6026,16668,17-24510,DESPACHADA,8.55377889529331,2025-11-25 22:51:36.631911,2025-11-25 22:51:36.631911
6027,20832,24-91397,DESPACHADA,8.485255871786269,2025-11-25 22:51:36.631919,2025-11-25 22:51:36.631919
6028,5284,83-05518,MAO,18.48579764705044,2025-11-25 22:51:36.631927,2025-11-25 22:51:36.631927
6029,13695,42-11622,DESPACHADA,11.905978792540335,2025-11-25 22:51:36.631935,2025-11-25 22:51:36.631935
6030,20467,83-17523,MAO,20.181069221942483,2025-11-25 22:51:36.631943,2025-11-25 22:51:36.631943
6031,24133,38-99513,MAO,19.134377770264063,2025-11-25 22:51:36.631950,2025-11-25 22:51:36.631950
6032,17850,27-39514,DESPACHADA,12.59755602887596,2025-11-25 22:51:36.631958,2025-11-25 22:51:36.631958
6033,13775,80-44589,MAO,15.118128403171678,2025-11-25 22:51:36.631966,2025-11-25 22:51:36.631966
6034,20172,15-49894,MAO,5.072393041195211,2025-11-25 22:51:36.631975,2025-11-25 22:51:36.631975
6035,11918,16-52098,MAO,5.308748006321906,2025-11-25 22:51:36.631983,2025-11-25 22:51:36.631983
6036,9558,80-27017,DESPACHADA,13.283218336275198,2025-11-25 22:51:36.631991,2025-11-25 22:51:36.631991
6037,14269,41-99287,MAO,11.678435161389356,2025-11-25 22:51:36.631999,2025-11-25 22:51:36.631999
6038,17440,17-83805,DESPACHADA,11.671403957290437,2025-11-25 22:51:36.632007,2025-11-25 22:51:36.632007
6039,24692,21-13151,DESPACHADA,14.370431602985013,2025-11-25 22:51:36.632015,2025-11-25 22:51:36.632015
6040,17577,14-69957,MAO,15.612321905790319,2025-11-25 22:51:36.632022,2025-11-25 22:51:36.632022
6041,22045,87-98893,DESPACHADA,21.275675845352954,2025-11-25 22:51:36.632030,2025-11-25 22:51:36.632030
6042,25038,69-26443,MAO,6.967972531182358,2025-11-25 22:51:36.632042,2025-11-25 22:51:36.632042
6043,14007,67-18876,MAO,22.79445315125977,2025-11-25 22:51:36.632057,2025-11-25 22:51:36.632057
6044,18866,48-70310,MAO,8.056189070503578,2025-11-25 22:51:36.632076,2025-11-25 22:51:36.632076
6045,16007,84-23998,DESPACHADA,22.356377126083466,2025-11-25 22:51:36.632092,2025-11-25 22:51:36.632092
6046,9466,09-01470,MAO,6.021858531669882,2025-11-25 22:51:36.632101,2025-11-25 22:51:36.632101
6047,3629,43-51964,MAO,14.957652941787794,2025-11-25 22:51:36.632109,2025-11-25 22:51:36.632109
6048,20850,17-98628,DESPACHADA,11.401448766065537,2025-11-25 22:51:36.632121,2025-11-25 22:51:36.632121
6049,5361,20-46561,DESPACHADA,7.87332739066368,2025-11-25 22:51:36.632139,2025-11-25 22:51:36.632139
6050,11001,99-26789,DESPACHADA,19.53252910907883,2025-11-25 22:51:36.632149,2025-11-25 22:51:36.632149
6051,25921,29-19560,DESPACHADA,14.811824886449566,2025-11-25 22:51:36.632158,2025-11-25 22:51:36.632158
6052,25032,38-33886,DESPACHADA,10.573111811625877,2025-11-25 22:51:36.632166,2025-11-25 22:51:36.632166
6053,4661,78-36046,DESPACHADA,7.082049247197043,2025-11-25 22:51:36.632174,2025-11-25 22:51:36.632174
6054,2094,94-20249,MAO,7.410399311077231,2025-11-25 22:51:36.632182,2025-11-25 22:51:36.632182
6055,5436,13-40981,DESPACHADA,19.94371229875184,2025-11-25 22:51:36.632190,2025-11-25 22:51:36.632190
6056,1609,59-47503,MAO,15.379093405653004,2025-11-25 22:51:36.632198,2025-11-25 22:51:36.632198
