id_voo,id_funcionario,funcao_no_voo
5142,610,Comandante
5142,304,Comissário Chefe
1716,377,Comandante
1716,235,Comissário Chefe
8181,232,Comandante
8181,463,Comissário Chefe
490,616,Comandante
490,213,Comissário Chefe
1284,181,Comandante
1284,79,Comissário Chefe
1462,677,Comandante
1462,570,Comissário Chefe
288,536,Comandante
288,365,Comissário Chefe
14936,180,Comandante
14936,406,Comissário Chefe
7459,377,Comandante
7459,769,Comissário Chefe
11296,153,Comandante
11296,694,Comissário Chefe
5694,552,Comandante
5694,317,Comissário Chefe
13719,186,Comandante
13719,476,Comissário Chefe
17822,515,Comandante
17822,93,Comissário Chefe
973,109,Comandante
973,14,Comissário Chefe
9609,601,Comandante
9609,565,Comissário Chefe
1213,321,Comandante
1213,73,Comissário Chefe
15769,778,Comandante
15769,696,Comissário Chefe
13465,430,Comandante
13465,294,Comissário Chefe
305,310,Comandante
305,282,Comissário Chefe
334,105,Comandante
334,579,Comissário Chefe
11223,299,Comandante
11223,462,Comissário Chefe
13844,582,Comandante
13844,160,Comissário Chefe
8140,798,Comandante
8140,193,Comissário Chefe
2384,505,Comandante
2384,442,Comissário Chefe
8019,188,Comandante
8019,195,Comissário Chefe
10441,538,Comandante
10441,449,Comissário Chefe
4751,99,Comandante
4751,363,Comissário Chefe
5461,619,Comandante
5461,767,Comissário Chefe
14265,664,Comandante
14265,348,Comissário Chefe
5441,50,Comandante
5441,184,Comissário Chefe
15595,149,Comandante
15595,151,Comissário Chefe
17404,718,Comandante
17404,419,Comissário Chefe
12709,691,Comandante
12709,513,Comissário Chefe
14573,541,Comandante
14573,242,Comissário Chefe
13403,280,Comandante
13403,343,Comissário Chefe
6513,99,Comandante
6513,678,Comissário Chefe
825,439,Comandante
825,132,Comissário Chefe
9388,50,Comandante
9388,554,Comissário Chefe
1320,197,Comandante
1320,410,Comissário Chefe
3516,557,Comandante
3516,487,Comissário Chefe
4216,778,Comandante
4216,479,Comissário Chefe
1508,289,Comandante
1508,692,Comissário Chefe
16264,181,Comandante
16264,324,Comissário Chefe
14239,302,Comandante
14239,574,Comissário Chefe
5454,384,Comandante
5454,537,Comissário Chefe
781,786,Comandante
781,385,Comissário Chefe
8407,659,Comandante
8407,27,Comissário Chefe
13056,13,Comandante
13056,570,Comissário Chefe
7443,268,Comandante
7443,19,Comissário Chefe
12919,668,Comandante
12919,381,Comissário Chefe
2002,516,Comandante
2002,318,Comissário Chefe
16362,182,Comandante
16362,420,Comissário Chefe
10303,578,Comandante
10303,258,Comissário Chefe
5211,302,Comandante
5211,392,Comissário Chefe
14023,158,Comandante
14023,795,Comissário Chefe
5302,281,Comandante
5302,336,Comissário Chefe
6586,505,Comandante
6586,390,Comissário Chefe
12549,274,Comandante
12549,245,Comissário Chefe
16852,263,Comandante
16852,795,Comissário Chefe
279,145,Comandante
279,720,Comissário Chefe
7159,568,Comandante
7159,329,Comissário Chefe
10636,491,Comandante
10636,371,Comissário Chefe
8583,153,Comandante
8583,487,Comissário Chefe
4465,424,Comandante
4465,736,Comissário Chefe
11356,387,Comandante
11356,9,Comissário Chefe
15889,549,Comandante
15889,767,Comissário Chefe
3632,491,Comandante
3632,489,Comissário Chefe
2322,750,Comandante
2322,338,Comissário Chefe
7372,515,Comandante
7372,589,Comissário Chefe
7837,328,Comandante
7837,187,Comissário Chefe
10391,273,Comandante
10391,36,Comissário Chefe
9904,538,Comandante
9904,419,Comissário Chefe
9771,629,Comandante
9771,65,Comissário Chefe
12337,197,Comandante
12337,241,Comissário Chefe
2225,280,Comandante
2225,415,Comissário Chefe
9185,534,Comandante
9185,166,Comissário Chefe
11197,646,Comandante
11197,132,Comissário Chefe
13550,299,Comandante
13550,537,Comissário Chefe
9614,505,Comandante
9614,590,Comissário Chefe
5254,516,Comandante
5254,599,Comissário Chefe
17100,616,Comandante
17100,317,Comissário Chefe
3814,657,Comandante
3814,89,Comissário Chefe
17815,549,Comandante
17815,711,Comissário Chefe
711,515,Comandante
711,707,Comissário Chefe
2235,657,Comandante
2235,37,Comissário Chefe
10583,618,Comandante
10583,294,Comissário Chefe
10265,3,Comandante
10265,329,Comissário Chefe
13159,11,Comandante
13159,58,Comissário Chefe
13469,670,Comandante
13469,499,Comissário Chefe
6152,237,Comandante
6152,493,Comissário Chefe
16696,52,Comandante
16696,695,Comissário Chefe
6194,424,Comandante
6194,572,Comissário Chefe
15707,670,Comandante
15707,671,Comissário Chefe
11850,273,Comandante
11850,258,Comissário Chefe
16853,315,Comandante
16853,565,Comissário Chefe
7033,557,Comandante
7033,598,Comissário Chefe
1314,345,Comandante
1314,509,Comissário Chefe
9934,394,Comandante
9934,27,Comissário Chefe
1415,145,Comandante
1415,527,Comissário Chefe
4444,430,Comandante
4444,633,Comissário Chefe
10814,543,Comandante
10814,763,Comissário Chefe
9405,50,Comandante
9405,313,Comissário Chefe
4565,384,Comandante
4565,262,Comissário Chefe
13948,237,Comandante
13948,451,Comissário Chefe
15843,105,Comandante
15843,255,Comissário Chefe
8032,677,Comandante
8032,499,Comissário Chefe
9386,13,Comandante
9386,492,Comissário Chefe
16270,77,Comandante
16270,344,Comissário Chefe
5167,538,Comandante
5167,380,Comissário Chefe
335,212,Comandante
335,514,Comissário Chefe
130,29,Comandante
130,717,Comissário Chefe
9030,302,Comandante
9030,339,Comissário Chefe
10270,521,Comandante
10270,730,Comissário Chefe
5073,212,Comandante
5073,378,Comissário Chefe
14419,289,Comandante
14419,184,Comissário Chefe
11952,302,Comandante
11952,603,Comissário Chefe
1599,430,Comandante
1599,772,Comissário Chefe
7559,416,Comandante
7559,483,Comissário Chefe
11334,627,Comandante
11334,476,Comissário Chefe
2648,302,Comandante
2648,229,Comissário Chefe
7897,163,Comandante
7897,154,Comissário Chefe
4110,699,Comandante
4110,565,Comissário Chefe
14588,63,Comandante
14588,371,Comissário Chefe
3764,670,Comandante
3764,233,Comissário Chefe
15356,438,Comandante
15356,700,Comissário Chefe
8029,522,Comandante
8029,703,Comissário Chefe
743,186,Comandante
743,308,Comissário Chefe
5503,148,Comandante
5503,62,Comissário Chefe
10945,515,Comandante
10945,621,Comissário Chefe
2793,99,Comandante
2793,266,Comissário Chefe
8210,6,Comandante
8210,259,Comissário Chefe
17427,712,Comandante
17427,411,Comissário Chefe
6067,646,Comandante
6067,103,Comissário Chefe
16336,712,Comandante
16336,800,Comissário Chefe
7552,515,Comandante
7552,754,Comissário Chefe
8851,315,Comandante
8851,160,Comissário Chefe
6510,786,Comandante
6510,339,Comissário Chefe
12537,681,Comandante
12537,481,Comissário Chefe
1787,268,Comandante
1787,486,Comissário Chefe
1442,68,Comandante
1442,381,Comissário Chefe
5958,252,Comandante
5958,179,Comissário Chefe
3014,432,Comandante
3014,651,Comissário Chefe
9594,252,Comandante
9594,356,Comissário Chefe
4827,438,Comandante
4827,82,Comissário Chefe
9111,29,Comandante
9111,650,Comissário Chefe
13930,657,Comandante
13930,499,Comissário Chefe
14667,522,Comandante
14667,542,Comissário Chefe
10435,310,Comandante
10435,14,Comissário Chefe
6323,521,Comandante
6323,193,Comissário Chefe
9660,315,Comandante
9660,442,Comissário Chefe
3927,507,Comandante
3927,388,Comissário Chefe
714,526,Comandante
714,696,Comissário Chefe
844,186,Comandante
844,259,Comissário Chefe
8687,145,Comandante
8687,565,Comissário Chefe
6319,153,Comandante
6319,709,Comissário Chefe
11958,549,Comandante
11958,187,Comissário Chefe
4651,50,Comandante
4651,379,Comissário Chefe
11915,521,Comandante
11915,703,Comissário Chefe
4683,13,Comandante
4683,596,Comissário Chefe
13097,55,Comandante
13097,206,Comissário Chefe
12073,766,Comandante
12073,266,Comissário Chefe
10942,149,Comandante
10942,230,Comissário Chefe
15259,321,Comandante
15259,166,Comissário Chefe
10298,237,Comandante
10298,551,Comissário Chefe
12595,30,Comandante
12595,485,Comissário Chefe
13573,430,Comandante
13573,260,Comissário Chefe
9202,310,Comandante
9202,574,Comissário Chefe
6787,145,Comandante
6787,662,Comissário Chefe
14258,468,Comandante
14258,736,Comissário Chefe
15842,180,Comandante
15842,249,Comissário Chefe
15315,521,Comandante
15315,461,Comissário Chefe
16806,764,Comandante
16806,28,Comissário Chefe
15660,748,Comandante
15660,166,Comissário Chefe
9513,658,Comandante
9513,696,Comissário Chefe
17026,458,Comandante
17026,796,Comissário Chefe
17131,582,Comandante
17131,363,Comissário Chefe
12757,11,Comandante
12757,719,Comissário Chefe
10845,472,Comandante
10845,761,Comissário Chefe
16343,430,Comandante
16343,433,Comissário Chefe
7875,541,Comandante
7875,707,Comissário Chefe
7812,268,Comandante
7812,719,Comissário Chefe
14480,798,Comandante
14480,248,Comissário Chefe
16880,536,Comandante
16880,771,Comissário Chefe
15645,148,Comandante
15645,344,Comissário Chefe
7766,516,Comandante
7766,511,Comissário Chefe
1203,273,Comandante
1203,184,Comissário Chefe
17871,515,Comandante
17871,693,Comissário Chefe
17672,273,Comandante
17672,184,Comissário Chefe
16344,393,Comandante
16344,508,Comissário Chefe
13225,541,Comandante
13225,589,Comissário Chefe
14675,153,Comandante
14675,633,Comissário Chefe
9294,614,Comandante
9294,444,Comissário Chefe
9542,663,Comandante
9542,479,Comissário Chefe
4778,92,Comandante
4778,518,Comissário Chefe
10484,659,Comandante
10484,551,Comissário Chefe
7655,158,Comandante
7655,184,Comissário Chefe
4357,157,Comandante
4357,251,Comissário Chefe
15920,197,Comandante
15920,567,Comissário Chefe
16456,578,Comandante
16456,717,Comissário Chefe
3231,786,Comandante
3231,65,Comissário Chefe
3491,280,Comandante
3491,33,Comissário Chefe
4902,263,Comandante
4902,322,Comissário Chefe
5031,315,Comandante
5031,763,Comissário Chefe
5795,457,Comandante
5795,519,Comissário Chefe
16165,611,Comandante
16165,443,Comissário Chefe
16151,64,Comandante
16151,102,Comissário Chefe
1604,161,Comandante
1604,210,Comissário Chefe
14810,568,Comandante
14810,455,Comissário Chefe
4180,142,Comandante
4180,485,Comissário Chefe
8586,516,Comandante
8586,695,Comissário Chefe
524,29,Comandante
524,411,Comissário Chefe
9882,668,Comandante
9882,388,Comissário Chefe
1949,611,Comandante
1949,383,Comissário Chefe
4646,438,Comandante
4646,59,Comissário Chefe
17479,515,Comandante
17479,359,Comissário Chefe
9747,404,Comandante
9747,435,Comissário Chefe
8236,237,Comandante
8236,344,Comissário Chefe
594,627,Comandante
594,514,Comissário Chefe
16242,646,Comandante
16242,239,Comissário Chefe
13932,586,Comandante
13932,350,Comissário Chefe
8846,582,Comandante
8846,411,Comissário Chefe
11064,268,Comandante
11064,354,Comissário Chefe
12231,142,Comandante
12231,80,Comissário Chefe
7815,310,Comandante
7815,195,Comissário Chefe
15859,145,Comandante
15859,102,Comissário Chefe
11100,699,Comandante
11100,314,Comissário Chefe
3185,175,Comandante
3185,294,Comissário Chefe
10351,77,Comandante
10351,499,Comissário Chefe
7164,591,Comandante
7164,367,Comissário Chefe
3318,142,Comandante
3318,79,Comissário Chefe
10350,663,Comandante
10350,240,Comissário Chefe
8447,663,Comandante
8447,14,Comissário Chefe
13080,468,Comandante
13080,80,Comissário Chefe
12660,568,Comandante
12660,632,Comissário Chefe
13694,232,Comandante
13694,12,Comissário Chefe
6846,13,Comandante
6846,240,Comissário Chefe
3666,289,Comandante
3666,781,Comissário Chefe
4142,507,Comandante
4142,100,Comissário Chefe
2671,677,Comandante
2671,100,Comissário Chefe
10978,701,Comandante
10978,773,Comissário Chefe
17708,273,Comandante
17708,696,Comissário Chefe
15343,311,Comandante
15343,74,Comissário Chefe
6683,699,Comandante
6683,498,Comissário Chefe
5274,384,Comandante
5274,603,Comissário Chefe
2584,505,Comandante
2584,632,Comissário Chefe
8456,538,Comandante
8456,599,Comissário Chefe
13998,409,Comandante
13998,296,Comissário Chefe
11224,144,Comandante
11224,621,Comissário Chefe
757,84,Comandante
757,650,Comissário Chefe
6098,714,Comandante
6098,344,Comissário Chefe
9673,149,Comandante
9673,165,Comissário Chefe
3709,274,Comandante
3709,420,Comissário Chefe
1209,232,Comandante
1209,361,Comissário Chefe
8182,534,Comandante
8182,448,Comissário Chefe
13667,161,Comandante
13667,184,Comissário Chefe
11546,610,Comandante
11546,679,Comissário Chefe
13577,629,Comandante
13577,537,Comissário Chefe
12029,654,Comandante
12029,305,Comissário Chefe
7586,274,Comandante
7586,329,Comissário Chefe
4627,272,Comandante
4627,183,Comissário Chefe
16953,472,Comandante
16953,248,Comissário Chefe
11316,549,Comandante
11316,318,Comissário Chefe
4546,446,Comandante
4546,771,Comissário Chefe
1930,366,Comandante
1930,709,Comissário Chefe
14618,275,Comandante
14618,415,Comissário Chefe
13109,516,Comandante
13109,255,Comissário Chefe
7555,397,Comandante
7555,738,Comissário Chefe
6580,578,Comandante
6580,429,Comissário Chefe
3761,457,Comandante
3761,348,Comissário Chefe
7047,29,Comandante
7047,512,Comissário Chefe
17770,29,Comandante
17770,368,Comissário Chefe
7356,629,Comandante
7356,381,Comissário Chefe
4872,281,Comandante
4872,12,Comissário Chefe
11391,522,Comandante
11391,368,Comissário Chefe
1,237,Comandante
1,488,Comissário Chefe
13122,534,Comandante
13122,44,Comissário Chefe
17887,237,Comandante
17887,238,Comissário Chefe
17352,50,Comandante
17352,753,Comissário Chefe
11025,439,Comandante
11025,241,Comissário Chefe
8167,646,Comandante
8167,282,Comissário Chefe
16198,269,Comandante
16198,16,Comissário Chefe
11098,333,Comandante
11098,492,Comissário Chefe
3232,148,Comandante
3232,569,Comissário Chefe
2408,436,Comandante
2408,54,Comissário Chefe
12768,68,Comandante
12768,693,Comissário Chefe
17991,472,Comandante
17991,700,Comissário Chefe
16836,677,Comandante
16836,656,Comissário Chefe
8014,263,Comandante
8014,779,Comissário Chefe
16783,538,Comandante
16783,97,Comissário Chefe
15011,525,Comandante
15011,514,Comissário Chefe
5950,387,Comandante
5950,497,Comissário Chefe
5902,30,Comandante
5902,694,Comissário Chefe
7167,281,Comandante
7167,560,Comissário Chefe
15244,699,Comandante
15244,348,Comissário Chefe
674,13,Comandante
674,100,Comissário Chefe
2565,543,Comandante
2565,210,Comissário Chefe
10034,766,Comandante
10034,759,Comissário Chefe
3062,778,Comandante
3062,56,Comissário Chefe
5946,626,Comandante
5946,742,Comissário Chefe
3284,149,Comandante
3284,628,Comissário Chefe
4055,32,Comandante
4055,316,Comissário Chefe
8528,149,Comandante
8528,342,Comissário Chefe
4069,766,Comandante
4069,488,Comissário Chefe
2006,748,Comandante
2006,721,Comissário Chefe
10790,507,Comandante
10790,250,Comissário Chefe
13362,84,Comandante
13362,479,Comissário Chefe
8732,490,Comandante
8732,187,Comissário Chefe
1823,619,Comandante
1823,117,Comissário Chefe
10854,52,Comandante
10854,544,Comissário Chefe
14967,268,Comandante
14967,97,Comissário Chefe
2896,366,Comandante
2896,796,Comissário Chefe
10486,677,Comandante
10486,248,Comissário Chefe
14762,654,Comandante
14762,324,Comissário Chefe
10571,312,Comandante
10571,59,Comissário Chefe
9354,534,Comandante
9354,411,Comissário Chefe
17361,691,Comandante
17361,464,Comissário Chefe
3339,614,Comandante
3339,9,Comissário Chefe
14847,708,Comandante
14847,378,Comissário Chefe
15551,627,Comandante
15551,797,Comissário Chefe
989,778,Comandante
989,434,Comissário Chefe
13276,766,Comandante
13276,707,Comissário Chefe
5796,265,Comandante
5796,298,Comissário Chefe
7840,586,Comandante
7840,54,Comissário Chefe
10969,521,Comandante
10969,772,Comissário Chefe
17081,712,Comandante
17081,282,Comissário Chefe
10013,568,Comandante
10013,165,Comissário Chefe
10060,377,Comandante
10060,683,Comissário Chefe
2374,191,Comandante
2374,581,Comissário Chefe
3386,273,Comandante
3386,493,Comissário Chefe
17496,677,Comandante
17496,476,Comissário Chefe
4844,475,Comandante
4844,683,Comissário Chefe
10744,525,Comandante
10744,772,Comissário Chefe
7336,272,Comandante
7336,638,Comissário Chefe
13238,764,Comandante
13238,585,Comissário Chefe
5199,289,Comandante
5199,628,Comissário Chefe
8647,750,Comandante
8647,80,Comissário Chefe
1491,11,Comandante
1491,378,Comissário Chefe
15579,614,Comandante
15579,800,Comissário Chefe
16437,750,Comandante
16437,238,Comissário Chefe
9413,92,Comandante
9413,36,Comissário Chefe
775,549,Comandante
775,152,Comissário Chefe
10040,522,Comandante
10040,335,Comissário Chefe
5566,3,Comandante
5566,599,Comissário Chefe
10129,610,Comandante
10129,369,Comissário Chefe
5797,232,Comandante
5797,694,Comissário Chefe
13584,144,Comandante
13584,585,Comissário Chefe
15639,145,Comandante
15639,489,Comissário Chefe
14700,475,Comandante
14700,579,Comissário Chefe
17524,387,Comandante
17524,262,Comissário Chefe
8434,438,Comandante
8434,703,Comissário Chefe
3588,664,Comandante
3588,785,Comissário Chefe
11792,384,Comandante
11792,156,Comissário Chefe
17606,766,Comandante
17606,57,Comissário Chefe
1687,191,Comandante
1687,768,Comissário Chefe
2077,188,Comandante
2077,97,Comissário Chefe
7363,362,Comandante
7363,179,Comissário Chefe
12046,77,Comandante
12046,179,Comissário Chefe
3275,55,Comandante
3275,589,Comissário Chefe
2878,163,Comandante
2878,769,Comissário Chefe
15802,677,Comandante
15802,488,Comissário Chefe
16293,610,Comandante
16293,128,Comissário Chefe
16682,280,Comandante
16682,738,Comissário Chefe
3466,111,Comandante
3466,576,Comissário Chefe
11376,594,Comandante
11376,266,Comissário Chefe
9370,29,Comandante
9370,693,Comissário Chefe
14447,657,Comandante
14447,738,Comissário Chefe
13634,163,Comandante
13634,259,Comissário Chefe
11838,172,Comandante
11838,539,Comissário Chefe
2599,197,Comandante
2599,184,Comissário Chefe
10998,145,Comandante
10998,709,Comissário Chefe
28,191,Comandante
28,579,Comissário Chefe
3502,289,Comandante
3502,464,Comissário Chefe
14310,252,Comandante
14310,730,Comissário Chefe
944,158,Comandante
944,166,Comissário Chefe
14187,670,Comandante
14187,508,Comissário Chefe
13654,438,Comandante
13654,44,Comissário Chefe
127,582,Comandante
127,434,Comissário Chefe
1968,393,Comandante
1968,117,Comissário Chefe
10672,327,Comandante
10672,102,Comissário Chefe
8252,708,Comandante
8252,250,Comissário Chefe
6765,617,Comandante
6765,229,Comissário Chefe
6173,199,Comandante
6173,151,Comissário Chefe
14119,446,Comandante
14119,65,Comissário Chefe
795,618,Comandante
795,700,Comissário Chefe
12225,377,Comandante
12225,460,Comissário Chefe
772,232,Comandante
772,54,Comissário Chefe
447,199,Comandante
447,442,Comissário Chefe
10726,765,Comandante
10726,324,Comissário Chefe
12723,377,Comandante
12723,184,Comissário Chefe
639,84,Comandante
639,487,Comissário Chefe
8090,55,Comandante
8090,695,Comissário Chefe
3180,538,Comandante
3180,572,Comissário Chefe
1800,52,Comandante
1800,779,Comissário Chefe
9,629,Comandante
9,483,Comissário Chefe
16232,712,Comandante
16232,485,Comissário Chefe
12832,538,Comandante
12832,380,Comissário Chefe
6250,52,Comandante
6250,429,Comissário Chefe
5628,212,Comandante
5628,33,Comissário Chefe
14808,557,Comandante
14808,683,Comissário Chefe
14400,491,Comandante
14400,324,Comissário Chefe
2018,549,Comandante
2018,683,Comissário Chefe
51,626,Comandante
51,455,Comissário Chefe
2744,289,Comandante
2744,694,Comissário Chefe
8160,413,Comandante
8160,471,Comissário Chefe
17688,605,Comandante
17688,392,Comissário Chefe
15664,181,Comandante
15664,651,Comissário Chefe
4547,712,Comandante
4547,73,Comissário Chefe
62,654,Comandante
62,513,Comissário Chefe
1322,614,Comandante
1322,509,Comissário Chefe
13270,515,Comandante
13270,305,Comissário Chefe
1724,677,Comandante
1724,638,Comissário Chefe
5662,149,Comandante
5662,796,Comissário Chefe
14415,798,Comandante
14415,82,Comissário Chefe
14554,188,Comandante
14554,79,Comissário Chefe
13330,755,Comandante
13330,264,Comissário Chefe
14039,657,Comandante
14039,380,Comissário Chefe
188,552,Comandante
188,230,Comissário Chefe
1239,299,Comandante
1239,388,Comissário Chefe
7046,786,Comandante
7046,448,Comissário Chefe
295,157,Comandante
295,102,Comissário Chefe
12854,430,Comandante
12854,392,Comissário Chefe
7826,2,Comandante
7826,606,Comissário Chefe
10011,55,Comandante
10011,493,Comissário Chefe
13805,629,Comandante
13805,630,Comissário Chefe
12257,755,Comandante
12257,621,Comissário Chefe
12247,619,Comandante
12247,462,Comissário Chefe
4195,366,Comandante
4195,365,Comissário Chefe
1541,328,Comandante
1541,487,Comissário Chefe
13464,273,Comandante
13464,385,Comissário Chefe
15633,84,Comandante
15633,537,Comissário Chefe
9300,64,Comandante
9300,348,Comissário Chefe
11454,533,Comandante
11454,551,Comissário Chefe
3615,654,Comandante
3615,258,Comissário Chefe
13043,144,Comandante
13043,411,Comissário Chefe
17560,748,Comandante
17560,240,Comissário Chefe
11180,149,Comandante
11180,630,Comissário Chefe
2993,11,Comandante
2993,462,Comissário Chefe
16564,275,Comandante
16564,793,Comissário Chefe
6502,394,Comandante
6502,14,Comissário Chefe
1220,268,Comandante
1220,632,Comissário Chefe
14798,268,Comandante
14798,497,Comissário Chefe
13582,663,Comandante
13582,727,Comissário Chefe
17167,430,Comandante
17167,519,Comissário Chefe
14734,614,Comandante
14734,410,Comissário Chefe
5663,161,Comandante
5663,785,Comissário Chefe
16583,188,Comandante
16583,170,Comissário Chefe
15012,105,Comandante
15012,255,Comissário Chefe
9432,627,Comandante
9432,467,Comissário Chefe
1770,438,Comandante
1770,539,Comissário Chefe
752,536,Comandante
752,527,Comissário Chefe
12324,627,Comandante
12324,224,Comissário Chefe
15251,302,Comandante
15251,676,Comissário Chefe
16414,663,Comandante
16414,62,Comissário Chefe
17539,468,Comandante
17539,354,Comissário Chefe
17010,668,Comandante
17010,21,Comissário Chefe
17684,111,Comandante
17684,461,Comissário Chefe
9422,474,Comandante
9422,304,Comissário Chefe
8813,619,Comandante
8813,348,Comissário Chefe
13174,424,Comandante
13174,21,Comissário Chefe
945,161,Comandante
945,21,Comissário Chefe
3973,394,Comandante
3973,152,Comissário Chefe
1626,699,Comandante
1626,89,Comissário Chefe
17783,657,Comandante
17783,598,Comissário Chefe
3919,522,Comandante
3919,736,Comissário Chefe
4654,557,Comandante
4654,562,Comissário Chefe
10575,281,Comandante
10575,488,Comissário Chefe
17210,29,Comandante
17210,388,Comissário Chefe
11864,13,Comandante
11864,282,Comissário Chefe
11974,538,Comandante
11974,581,Comissário Chefe
9233,626,Comandante
9233,217,Comissário Chefe
16719,311,Comandante
16719,128,Comissário Chefe
9218,568,Comandante
9218,596,Comissário Chefe
16670,269,Comandante
16670,419,Comissário Chefe
10737,748,Comandante
10737,583,Comissário Chefe
7595,199,Comandante
7595,767,Comissário Chefe
17556,619,Comandante
17556,451,Comissário Chefe
8435,148,Comandante
8435,213,Comissário Chefe
4061,333,Comandante
4061,492,Comissário Chefe
294,11,Comandante
294,210,Comissário Chefe
11366,491,Comandante
11366,195,Comissário Chefe
11592,580,Comandante
11592,585,Comissário Chefe
12930,786,Comandante
12930,758,Comissário Chefe
6493,153,Comandante
6493,795,Comissário Chefe
8562,712,Comandante
8562,719,Comissário Chefe
11985,191,Comandante
11985,103,Comissário Chefe
5220,13,Comandante
5220,745,Comissário Chefe
10807,654,Comandante
10807,219,Comissário Chefe
1721,52,Comandante
1721,579,Comissário Chefe
15022,273,Comandante
15022,27,Comissário Chefe
1149,505,Comandante
1149,129,Comissário Chefe
6821,507,Comandante
6821,425,Comissário Chefe
1682,627,Comandante
1682,354,Comissário Chefe
17810,30,Comandante
17810,82,Comissário Chefe
10556,280,Comandante
10556,154,Comissário Chefe
9966,525,Comandante
9966,550,Comissário Chefe
7471,232,Comandante
7471,679,Comissário Chefe
107,157,Comandante
107,206,Comissário Chefe
16542,627,Comandante
16542,36,Comissário Chefe
11234,616,Comandante
11234,488,Comissário Chefe
15813,605,Comandante
15813,375,Comissário Chefe
2560,29,Comandante
2560,693,Comissário Chefe
9636,140,Comandante
9636,324,Comissário Chefe
13099,274,Comandante
13099,650,Comissário Chefe
13187,610,Comandante
13187,763,Comissário Chefe
2581,409,Comandante
2581,551,Comissário Chefe
7270,182,Comandante
7270,792,Comissário Chefe
6835,161,Comandante
6835,599,Comissário Chefe
1935,52,Comandante
1935,177,Comissário Chefe
4047,144,Comandante
4047,347,Comissário Chefe
5175,522,Comandante
5175,187,Comissário Chefe
6203,302,Comandante
6203,88,Comissário Chefe
6325,668,Comandante
6325,554,Comissário Chefe
12636,714,Comandante
12636,486,Comissário Chefe
1731,321,Comandante
1731,322,Comissário Chefe
10243,302,Comandante
10243,48,Comissário Chefe
14178,111,Comandante
14178,419,Comissário Chefe
898,712,Comandante
898,703,Comissário Chefe
16470,557,Comandante
16470,679,Comissário Chefe
15267,247,Comandante
15267,758,Comissário Chefe
507,272,Comandante
507,519,Comissário Chefe
8838,158,Comandante
8838,59,Comissário Chefe
7667,377,Comandante
7667,736,Comissário Chefe
14249,50,Comandante
14249,524,Comissário Chefe
13346,714,Comandante
13346,462,Comissário Chefe
6922,144,Comandante
6922,36,Comissário Chefe
6219,677,Comandante
6219,296,Comissário Chefe
48,157,Comandante
48,58,Comissário Chefe
3088,142,Comandante
3088,742,Comissário Chefe
5573,439,Comandante
5573,635,Comissário Chefe
6895,778,Comandante
6895,372,Comissário Chefe
9837,457,Comandante
9837,100,Comissário Chefe
13804,55,Comandante
13804,703,Comissário Chefe
3981,458,Comandante
3981,19,Comissário Chefe
15906,475,Comandante
15906,478,Comissário Chefe
10911,472,Comandante
10911,355,Comissário Chefe
3625,438,Comandante
3625,603,Comissário Chefe
10204,297,Comandante
10204,54,Comissário Chefe
12279,273,Comandante
12279,483,Comissário Chefe
7273,297,Comandante
7273,73,Comissário Chefe
14704,32,Comandante
14704,650,Comissário Chefe
2895,105,Comandante
2895,519,Comissário Chefe
4875,708,Comandante
4875,411,Comissário Chefe
12571,30,Comandante
12571,419,Comissário Chefe
7894,743,Comandante
7894,355,Comissário Chefe
3507,384,Comandante
3507,98,Comissário Chefe
12431,163,Comandante
12431,367,Comissário Chefe
7962,424,Comandante
7962,319,Comissário Chefe
12500,269,Comandante
12500,316,Comissário Chefe
5876,302,Comandante
5876,633,Comissário Chefe
5496,186,Comandante
5496,343,Comissário Chefe
6408,748,Comandante
6408,359,Comissário Chefe
2427,580,Comandante
2427,433,Comissário Chefe
14709,366,Comandante
14709,462,Comissário Chefe
3680,670,Comandante
3680,217,Comissário Chefe
6756,654,Comandante
6756,47,Comissário Chefe
4460,490,Comandante
4460,544,Comissário Chefe
11727,254,Comandante
11727,745,Comissário Chefe
1122,212,Comandante
1122,735,Comissário Chefe
17985,691,Comandante
17985,57,Comissário Chefe
2450,263,Comandante
2450,103,Comissário Chefe
17600,153,Comandante
17600,348,Comissário Chefe
2632,387,Comandante
2632,531,Comissário Chefe
3555,111,Comandante
3555,100,Comissário Chefe
315,84,Comandante
315,738,Comissário Chefe
12382,627,Comandante
12382,721,Comissário Chefe
1565,750,Comandante
1565,368,Comissário Chefe
5758,432,Comandante
5758,354,Comissário Chefe
17604,413,Comandante
17604,454,Comissário Chefe
5699,538,Comandante
5699,693,Comissário Chefe
8889,397,Comandante
8889,530,Comissário Chefe
5760,543,Comandante
5760,235,Comissário Chefe
6130,750,Comandante
6130,262,Comissário Chefe
3605,541,Comandante
3605,406,Comissário Chefe
17586,188,Comandante
17586,342,Comissário Chefe
123,404,Comandante
123,318,Comissário Chefe
12216,424,Comandante
12216,569,Comissário Chefe
5698,92,Comandante
5698,511,Comissário Chefe
6017,172,Comandante
6017,700,Comissário Chefe
12055,439,Comandante
12055,282,Comissário Chefe
3808,714,Comandante
3808,736,Comissário Chefe
6609,582,Comandante
6609,554,Comissário Chefe
6446,384,Comandante
6446,779,Comissário Chefe
13107,701,Comandante
13107,461,Comissário Chefe
4136,475,Comandante
4136,392,Comissário Chefe
13641,252,Comandante
13641,771,Comissário Chefe
2229,29,Comandante
